tx_i,date,transaction_type,effect e_i,effect tx_i,effect edge_i,effect currency,effect is_credit
1033,2012-07-11,distribution,1938,1033,28,USD,1
1034,2012-12-30,tax,975,1034,28,USD,0
1035,2012-12-30,distribution,976,1035,28,USD,1
1036,2008-06-29,commitment,977,1036,29,USD,0
1037,2008-06-29,contribution,978,1037,29,USD,0
1038,2008-09-03,contribution,979,1038,29,USD,0
1039,2008-11-18,contribution,980,1039,29,USD,0
1040,2009-01-08,contribution,981,1040,29,USD,0
1041,2009-08-16,contribution,982,1041,29,USD,0
1042,2010-05-30,contribution,983,1042,29,USD,0
1043,2005-11-14,commitment,984,1043,30,USD,0
1044,2006-11-21,contribution,985,1044,30,USD,0
1045,2006-11-29,contribution,986,1045,30,USD,0
1046,2006-12-03,contribution,987,1046,30,USD,0
1047,2007-04-13,contribution,988,1047,30,USD,0
1048,2007-07-19,contribution,989,1048,30,USD,0
1049,2007-08-08,contribution,990,1049,30,USD,0
1050,2007-12-23,contribution,991,1050,30,USD,0
1051,2008-01-10,contribution,992,1051,30,USD,0
1052,2008-03-24,distribution,2658,1052,30,USD,1
1053,2008-05-05,distribution,2660,1053,30,USD,1
1054,2008-08-18,contribution,993,1054,30,USD,0
1055,2008-10-26,contribution,994,1055,30,USD,0
1056,2009-02-08,distribution,2662,1056,30,USD,1
1057,2009-02-08,distribution,995,1057,30,USD,1
1058,2009-02-08,distribution,1955,1058,30,USD,1
1059,2009-03-25,contribution,1929,1059,30,USD,0
1060,2009-03-30,distribution,2664,1060,30,USD,1
1061,2009-09-22,contribution,997,1061,30,USD,0
1062,2009-10-13,contribution,998,1062,30,USD,0
1063,2009-12-13,distribution,2667,1063,30,USD,1
1064,2009-12-13,contribution,999,1064,30,USD,0
1065,2009-12-27,contribution,1000,1065,30,USD,0
1066,2010-01-17,contribution,1001,1066,30,USD,0
1067,2010-06-29,contribution,1002,1067,30,USD,0
1068,2010-09-30,contribution,1003,1068,30,USD,0
1069,2010-10-04,contribution,1004,1069,30,USD,0
1070,2010-10-07,contribution,1005,1070,30,USD,0
1071,2010-10-20,distribution,2670,1071,30,USD,1
1072,2010-10-20,recalled_contribution,1006,1072,30,USD,1
1073,2010-12-12,contribution,1007,1073,30,USD,0
1074,2010-12-29,contribution,1008,1074,30,USD,0
1075,2011-01-16,contribution,1009,1075,30,USD,0
1076,2011-02-15,contribution,1010,1076,30,USD,0
1077,2011-04-10,contribution,1011,1077,30,USD,0
1078,2011-05-04,contribution,1012,1078,30,USD,0
1079,2011-06-29,contribution,1013,1079,30,USD,0
1080,2011-07-14,distribution,2673,1080,30,USD,1
1081,2011-08-08,contribution,1014,1081,30,USD,0
1082,2011-08-21,contribution,1015,1082,30,USD,0
1083,2011-12-08,contribution,1016,1083,30,USD,0
1084,2012-01-15,contribution,1017,1084,30,USD,0
1085,2012-04-04,distribution,2676,1085,30,USD,1
1086,2012-04-04,distribution,2678,1086,30,USD,1
1087,2012-04-04,distribution,1018,1087,30,USD,1
1088,2012-04-08,contribution,1019,1088,30,USD,0
1089,2012-09-12,contribution,1020,1089,30,USD,0
1090,2012-10-15,contribution,1021,1090,30,USD,0
1091,2013-01-16,contribution,1022,1091,30,USD,0
1092,2013-04-23,contribution,1023,1092,30,USD,0
1093,2013-04-23,distribution,1024,1093,30,USD,1
1094,2013-06-04,contribution,1027,1094,30,USD,0
1095,2013-06-05,distribution,1028,1095,30,USD,1
1096,2013-07-21,contribution,1031,1096,30,USD,0
1097,2013-12-09,contribution,1032,1097,30,USD,0
1098,2013-12-26,distribution,1033,1098,30,USD,1
1099,2006-11-13,commitment,1036,1099,31,USD,0
1100,2006-11-13,contribution,1037,1100,31,USD,0
1101,2007-01-09,contribution,1038,1101,31,USD,0
1102,2007-04-18,contribution,1039,1102,31,USD,0
1103,2007-11-20,contribution,1040,1103,31,USD,0
1104,2008-01-22,contribution,1041,1104,31,USD,0
1105,2008-05-11,contribution,1599,1105,31,USD,0
1106,2008-06-18,contribution,1042,1106,31,USD,0
1107,2008-10-20,contribution,1043,1107,31,USD,0
1108,2009-03-17,distribution,3070,1108,31,USD,1
1109,2009-04-28,contribution,1044,1109,31,USD,0
1110,2009-12-23,distribution,3072,1110,31,USD,1
1111,2010-05-04,contribution,1045,1111,31,USD,0
1112,2010-06-08,contribution,1046,1112,31,USD,0
1113,2010-11-16,edge_fee,1047,1113,31,USD,0
1114,2010-11-16,distribution,3074,1114,31,USD,1
1115,2010-12-27,distribution,3076,1115,31,USD,1
1116,2011-04-06,distribution,3078,1116,31,USD,1
1117,2011-12-12,distribution,3435,1117,31,USD,0
1118,2011-12-12,distribution,3080,1118,31,USD,1
1119,2012-05-14,distribution,3082,1119,31,USD,1
1120,2007-11-27,commitment,1048,1120,32,USD,0
1121,2007-11-27,contribution,1049,1121,32,USD,0
1122,2008-02-04,distribution,3084,1122,32,USD,1
1123,2008-03-05,contribution,1050,1123,32,USD,0
1124,2008-05-12,distribution,3086,1124,32,USD,1
1125,2008-06-12,contribution,1051,1125,32,USD,0
1126,2008-08-03,distribution,3088,1126,32,USD,1
1127,2008-08-14,contribution,1052,1127,32,USD,0
1128,2008-11-02,distribution,3090,1128,32,USD,1
1129,2008-11-25,contribution,1053,1129,32,USD,0
1130,2009-02-02,distribution,3092,1130,32,USD,1
1131,2009-03-02,contribution,1054,1131,32,USD,0
1132,2009-05-03,distribution,3094,1132,32,USD,1
1133,2009-06-04,contribution,1055,1133,32,USD,0
1134,2009-07-23,distribution,3096,1134,32,USD,1
1135,2009-09-29,contribution,1056,1135,32,USD,0
1136,2009-11-02,distribution,3100,1136,32,USD,1
1137,2010-02-04,distribution,3102,1137,32,USD,1
1138,2010-03-16,contribution,1057,1138,32,USD,0
1139,2010-05-04,distribution,3098,1139,32,USD,1
1140,2010-08-02,distribution,3104,1140,32,USD,1
1141,2010-09-15,contribution,1058,1141,32,USD,0
1142,2010-11-02,distribution,3106,1142,32,USD,1
1143,2010-11-23,contribution,1059,1143,32,USD,0
1144,2011-02-02,distribution,3108,1144,32,USD,1
1145,2011-02-09,contribution,1060,1145,32,USD,0
1146,2011-05-03,distribution,3110,1146,32,USD,1
1147,2011-08-02,distribution,3112,1147,32,USD,1
1148,2011-09-04,contribution,1061,1148,32,USD,0
1149,2011-11-02,distribution,3114,1149,32,USD,1
1150,2012-01-26,contribution,1062,1150,32,USD,0
1151,2012-02-02,distribution,3116,1151,32,USD,1
1152,2012-03-07,contribution,1063,1152,32,USD,0
1153,2012-05-01,distribution,3118,1153,32,USD,1
1154,2012-06-21,contribution,1064,1154,32,USD,0
1155,2012-08-01,distribution,3120,1155,32,USD,1
1156,2012-11-04,distribution,3122,1156,32,USD,1
1157,2013-02-03,distribution,3124,1157,32,USD,1
1158,2013-05-02,distribution,1065,1158,32,USD,1
1159,2013-08-01,distribution,1068,1159,32,USD,1
1160,2013-11-03,distribution,1071,1160,32,USD,1
1161,2009-12-30,commitment,1074,1161,33,USD,0
1162,2009-12-30,contribution,1075,1162,33,USD,0
1163,2010-03-23,contribution,1076,1163,33,USD,0
1164,2010-07-20,contribution,1077,1164,33,USD,0
1165,2010-11-09,contribution,1078,1165,33,USD,0
1166,2011-02-02,distribution,3126,1166,33,USD,1
1167,2011-03-24,contribution,1079,1167,33,USD,0
1168,2011-05-03,distribution,3128,1168,33,USD,1
1169,2011-05-19,contribution,1080,1169,33,USD,0
1170,2011-08-01,distribution,3130,1170,33,USD,1
1171,2011-08-11,contribution,1081,1171,33,USD,0
1172,2011-10-13,contribution,1082,1172,33,USD,0
1173,2011-11-02,distribution,3132,1173,33,USD,1
1174,2011-12-20,contribution,1083,1174,33,USD,0
1175,2012-02-02,distribution,3134,1175,33,USD,1
1176,2012-02-12,contribution,1084,1176,33,USD,0
1177,2012-05-01,distribution,3136,1177,33,USD,1
1178,2012-05-31,contribution,1085,1178,33,USD,0
1179,2012-08-01,distribution,3138,1179,33,USD,1
1180,2012-10-03,contribution,1086,1180,33,USD,0
1181,2012-11-04,distribution,3140,1181,33,USD,1
1182,2012-12-30,contribution,1087,1182,33,USD,0
1183,2013-02-03,distribution,3142,1183,33,USD,1
1184,2013-04-21,contribution,1088,1184,33,USD,0
1185,2013-05-02,distribution,1089,1185,33,USD,1
1186,2013-08-01,distribution,1092,1186,33,USD,1
1187,2013-09-25,contribution,1095,1187,33,USD,0
1188,2013-11-03,distribution,1096,1188,33,USD,1
1189,2013-12-11,contribution,1099,1189,33,USD,0
1190,2009-04-08,commitment,1100,1190,34,USD,0
1191,2009-04-08,contribution,1101,1191,34,USD,0
1192,2009-04-09,distribution,3144,1192,34,USD,1
1193,2009-04-09,distribution,1102,1193,34,USD,1
1194,2009-04-09,edge_fee,1103,1194,34,USD,0
1195,2009-04-19,contribution,1104,1195,34,USD,0
1196,2009-05-03,contribution,1105,1196,34,USD,0
1197,2009-05-17,contribution,1106,1197,34,USD,0
1198,2009-06-04,contribution,1107,1198,34,USD,0
1199,2009-07-05,contribution,1108,1199,34,USD,0
1200,2009-07-28,contribution,1109,1200,34,USD,0
1201,2009-08-05,contribution,1110,1201,34,USD,0
1202,2009-09-06,contribution,1111,1202,34,USD,0
1203,2009-09-30,contribution,1112,1203,34,USD,0
1204,2009-10-20,contribution,1113,1204,34,USD,0
1205,2009-11-17,contribution,1114,1205,34,USD,0
1206,2009-12-07,contribution,1115,1206,34,USD,0
1207,2009-12-30,contribution,1116,1207,34,USD,0
1208,2010-01-17,contribution,1117,1208,34,USD,0
1209,2010-03-11,contribution,1118,1209,34,USD,0
1210,2010-04-12,contribution,1119,1210,34,USD,0
1211,2010-05-23,contribution,1120,1211,34,USD,0
1212,2010-06-10,contribution,1121,1212,34,USD,0
1213,2010-07-12,contribution,1122,1213,34,USD,0
1214,2010-07-20,contribution,1123,1214,34,USD,0
1215,2010-08-09,contribution,1124,1215,34,USD,0
1216,2010-09-12,contribution,1125,1216,34,USD,0
1217,2010-10-11,contribution,1126,1217,34,USD,0
1218,2010-11-07,contribution,1127,1218,34,USD,0
1219,2010-11-22,contribution,1128,1219,34,USD,0
1220,2010-11-30,contribution,1129,1220,34,USD,0
1221,2011-01-19,contribution,1130,1221,34,USD,0
1222,2011-02-03,contribution,1131,1222,34,USD,0
1223,2011-04-11,contribution,1132,1223,34,USD,0
1224,2011-05-16,contribution,1133,1224,34,USD,0
1225,2011-05-29,contribution,1134,1225,34,USD,0
1226,2011-06-09,contribution,1135,1226,34,USD,0
1227,2011-06-14,contribution,1136,1227,34,USD,0
1228,2011-07-07,contribution,1137,1228,34,USD,0
1229,2011-07-31,contribution,1138,1229,34,USD,0
1230,2011-07-31,distribution,3147,1230,34,USD,1
1231,2011-08-31,distribution,1139,1231,34,USD,1
1232,2011-10-11,contribution,1140,1232,34,USD,0
1233,2011-10-16,distribution,1141,1233,34,USD,1
1234,2011-10-16,distribution,3150,1234,34,USD,1
1235,2011-11-06,contribution,1142,1235,34,USD,0
1236,2011-12-11,distribution,1143,1236,34,USD,1
1237,2011-12-11,contribution,1144,1237,34,USD,0
1238,2011-12-25,contribution,1145,1238,34,USD,0
1239,2012-02-06,contribution,1146,1239,34,USD,0
1240,2012-04-04,contribution,1147,1240,34,USD,0
1241,2012-05-16,contribution,1148,1241,34,USD,0
1242,2012-05-16,distribution,1149,1242,34,USD,1
1243,2012-05-16,distribution,3153,1243,34,USD,1
1244,2012-06-17,contribution,1150,1244,34,USD,0
1245,2012-07-11,contribution,1151,1245,34,USD,0
1246,2012-08-21,contribution,1152,1246,34,USD,0
1247,2012-10-22,distribution,1153,1247,34,USD,1
1248,2012-10-22,contribution,1154,1248,34,USD,0
1249,2012-12-20,distribution,1155,1249,34,USD,1
1250,2012-12-20,contribution,1158,1250,34,USD,0
1251,2013-01-16,distribution,1159,1251,34,USD,1
1252,2013-01-28,contribution,1162,1252,34,USD,0
1253,2013-03-17,contribution,1163,1253,34,USD,0
1254,2013-04-14,contribution,1164,1254,34,USD,0
1255,2013-05-07,distribution,1165,1255,34,USD,1
1256,2013-05-08,contribution,1168,1256,34,USD,0
1257,2013-06-11,distribution,1169,1257,34,USD,1
1258,2013-06-11,contribution,1172,1258,34,USD,0
1259,2013-07-14,contribution,1173,1259,34,USD,0
1260,2013-09-16,distribution,1174,1260,34,USD,1
1261,2013-09-16,contribution,1177,1261,34,USD,0
1262,2013-10-13,contribution,1178,1262,34,USD,0
1263,2013-12-25,distribution,1179,1263,34,USD,1
1264,2013-12-25,contribution,1182,1264,34,USD,0
1265,2005-12-13,commitment,1183,1265,35,USD,0
1266,2005-12-13,contribution,1184,1266,35,USD,0
1267,2006-06-15,contribution,1185,1267,35,USD,0
1268,2006-07-24,contribution,1186,1268,35,USD,0
1269,2007-01-15,contribution,1187,1269,35,USD,0
1270,2007-07-15,contribution,1188,1270,35,USD,0
1271,2007-08-23,contribution,1189,1271,35,USD,0
1272,2007-10-10,distribution,3156,1272,35,USD,1
1273,2007-11-04,contribution,1190,1273,35,USD,0
1274,2008-01-15,contribution,1191,1274,35,USD,0
1275,2008-02-20,contribution,1192,1275,35,USD,0
1276,2008-04-13,contribution,1193,1276,35,USD,0
1277,2008-07-03,distribution,3158,1277,35,USD,1
1278,2008-07-03,contribution,1194,1278,35,USD,0
1279,2008-07-13,contribution,1195,1279,35,USD,0
1280,2008-09-16,distribution,3160,1280,35,USD,1
1281,2008-10-07,distribution,3162,1281,35,USD,1
1282,2008-10-07,contribution,1196,1282,35,USD,0
1283,2008-10-14,contribution,1197,1283,35,USD,0
1284,2008-12-07,contribution,1198,1284,35,USD,0
1285,2009-01-06,distribution,3164,1285,35,USD,1
1286,2009-01-06,contribution,1199,1286,35,USD,0
1287,2009-04-07,distribution,3166,1287,35,USD,1
1288,2009-04-07,contribution,1200,1288,35,USD,0
1289,2009-04-23,contribution,1201,1289,35,USD,0
1290,2009-07-02,recalled_contribution,1202,1290,35,USD,1
1291,2009-07-07,contribution,1203,1291,35,USD,0
1292,2009-08-04,distribution,3168,1292,35,USD,1
1293,2009-10-07,contribution,1204,1293,35,USD,0
1294,2009-10-14,contribution,1205,1294,35,USD,0
1295,2009-10-22,distribution,3170,1295,35,USD,1
1296,2009-10-22,distribution,1206,1296,35,USD,1
1297,2009-10-22,distribution,3172,1297,35,USD,1
1298,2009-12-06,distribution,1207,1298,35,USD,1
1299,2009-12-06,distribution,3174,1299,35,USD,1
1300,2009-12-06,distribution,1208,1300,35,USD,1
1301,2009-12-06,distribution,3176,1301,35,USD,1
1302,2010-01-10,distribution,1209,1302,35,USD,1
1303,2010-01-10,distribution,3178,1303,35,USD,1
1304,2010-01-10,contribution,1210,1304,35,USD,0
1305,2010-03-11,contribution,1211,1305,35,USD,0
1306,2010-04-13,contribution,1212,1306,35,USD,0
1307,2010-05-30,contribution,1213,1307,35,USD,0
1308,2010-07-07,contribution,1214,1308,35,USD,0
1309,2010-07-11,distribution,1215,1309,35,USD,1
1310,2010-07-11,distribution,3180,1310,35,USD,1
1311,2010-07-11,contribution,1216,1311,35,USD,0
1312,2010-07-22,contribution,1217,1312,35,USD,0
1313,2010-10-12,contribution,1218,1313,35,USD,0
1314,2010-10-12,distribution,3182,1314,35,USD,1
1315,2010-12-05,contribution,1219,1315,35,USD,0
1316,2011-01-11,distribution,3188,1316,35,USD,1
1317,2011-01-11,distribution,1220,1317,35,USD,1
1318,2011-01-11,distribution,3186,1318,35,USD,1
1319,2011-01-11,distribution,3184,1319,35,USD,1
1320,2011-02-20,contribution,1221,1320,35,USD,0
1321,2011-03-06,contribution,1222,1321,35,USD,0
1322,2011-04-10,distribution,3190,1322,35,USD,1
1323,2011-04-24,contribution,1223,1323,35,USD,0
1324,2011-06-07,contribution,1224,1324,35,USD,0
1325,2011-06-09,distribution,1225,1325,35,USD,1
1326,2011-07-12,distribution,1226,1326,35,USD,1
1327,2011-10-11,contribution,1227,1327,35,USD,0
1328,2011-10-12,distribution,1228,1328,35,USD,1
1329,2011-10-12,distribution,1229,1329,35,USD,1
1330,2011-10-24,contribution,1230,1330,35,USD,0
1331,2012-01-10,distribution,3192,1331,35,USD,1
1332,2012-01-10,distribution,1231,1332,35,USD,1
1333,2012-01-10,distribution,1946,1333,35,USD,1
1334,2012-01-15,distribution,1232,1334,35,USD,1
1335,2012-03-15,contribution,1233,1335,35,USD,0
1336,2012-03-15,distribution,1234,1336,35,USD,1
1337,2012-03-29,distribution,1945,1337,35,USD,1
1338,2012-04-01,contribution,1235,1338,35,USD,0
1339,2012-07-03,recalled_contribution,1236,1339,35,USD,1
1340,2012-07-08,distribution,1237,1340,35,USD,1
1341,2012-10-07,distribution,3194,1341,35,USD,1
1342,2012-10-07,distribution,1238,1342,35,USD,1
1343,2012-10-07,distribution,3196,1343,35,USD,1
1344,2012-10-09,distribution,1239,1344,35,USD,1
1345,2012-10-09,distribution,3200,1345,35,USD,1
1346,2012-10-09,distribution,3198,1346,35,USD,1
1347,2013-01-01,tax,1240,1347,35,USD,0
1348,2013-01-01,distribution,1241,1348,35,USD,1
1349,2013-04-03,distribution,1244,1349,35,USD,1
1350,2013-04-03,contribution,1247,1350,35,USD,0
1351,2013-05-02,contribution,1248,1351,35,USD,0
1352,2013-07-10,distribution,1249,1352,35,USD,1
1353,2013-10-07,distribution,1252,1353,35,USD,1
1354,2013-10-07,distribution,1255,1354,35,USD,1
1355,2007-10-14,commitment,1258,1355,36,USD,0
1356,2007-10-14,contribution,1259,1356,36,USD,0
1357,2007-11-06,contribution,1260,1357,36,USD,0
1358,2008-07-08,contribution,1261,1358,36,USD,0
1359,2008-09-02,contribution,1262,1359,36,USD,0
1360,2008-11-02,contribution,1263,1360,36,USD,0
1361,2008-12-07,contribution,1264,1361,36,USD,0
1362,2009-01-18,contribution,1265,1362,36,USD,0
1363,2009-04-26,contribution,1266,1363,36,USD,0
1364,2009-05-28,contribution,1267,1364,36,USD,0
1365,2009-07-19,contribution,1268,1365,36,USD,0
1366,2009-10-13,contribution,1269,1366,36,USD,0
1367,2009-12-31,contribution,1270,1367,36,USD,0
1368,2010-01-10,distribution,3204,1368,36,USD,1
1369,2010-01-10,distribution,1271,1369,36,USD,1
1370,2010-01-10,distribution,3202,1370,36,USD,1
1371,2010-01-10,contribution,1272,1371,36,USD,0
1372,2010-01-17,contribution,1273,1372,36,USD,0
1373,2010-01-25,recalled_contribution,1274,1373,36,USD,1
1374,2010-07-18,contribution,1275,1374,36,USD,0
1375,2010-10-12,contribution,1276,1375,36,USD,0
1376,2010-10-12,distribution,3206,1376,36,USD,1
1377,2010-10-27,contribution,1277,1377,36,USD,0
1378,2010-11-01,contribution,1278,1378,36,USD,0
1379,2010-12-05,contribution,1279,1379,36,USD,0
1380,2011-01-11,recalled_contribution,1280,1380,36,USD,1
1381,2011-01-11,distribution,1281,1381,36,USD,1
1382,2011-02-24,contribution,1282,1382,36,USD,0
1383,2011-04-04,distribution,3208,1383,36,USD,1
1384,2011-04-27,contribution,1283,1384,36,USD,0
1385,2011-07-12,distribution,1284,1385,36,USD,1
1386,2011-07-12,distribution,3210,1386,36,USD,1
1387,2011-08-21,contribution,1285,1387,36,USD,0
1388,2011-08-31,contribution,1286,1388,36,USD,0
1389,2011-10-10,distribution,3214,1389,36,USD,1
1390,2011-10-10,distribution,1287,1390,36,USD,1
1391,2011-10-10,distribution,3212,1391,36,USD,1
1392,2011-11-20,contribution,1288,1392,36,USD,0
1393,2012-01-10,distribution,1289,1393,36,USD,1
1394,2012-02-14,contribution,1290,1394,36,USD,0
1395,2012-03-29,distribution,1291,1395,36,USD,1
1396,2012-04-04,distribution,1292,1396,36,USD,1
1397,2012-05-27,contribution,1293,1397,36,USD,0
1398,2012-07-05,distribution,1294,1398,36,USD,1
1399,2012-07-05,distribution,3218,1399,36,USD,1
1400,2012-07-05,distribution,3216,1400,36,USD,1
1401,2012-08-19,contribution,1295,1401,36,USD,0
1402,2012-10-09,distribution,3220,1402,36,USD,1
1403,2012-10-09,distribution,1296,1403,36,USD,1
1404,2012-10-09,distribution,3222,1404,36,USD,1
1405,2012-10-29,contribution,1297,1405,36,USD,0
1406,2013-01-08,tax,1950,1406,36,USD,0
1407,2013-01-08,distribution,1298,1407,36,USD,1
1408,2013-01-24,contribution,1301,1408,36,USD,0
1409,2013-01-30,distribution,1302,1409,36,USD,1
1410,2013-04-09,distribution,1305,1410,36,USD,1
1411,2013-07-04,contribution,1308,1411,36,USD,0
1412,2013-07-04,distribution,1309,1412,36,USD,1
1413,2013-07-04,distribution,1312,1413,36,USD,1
1414,2013-08-15,contribution,1315,1414,36,USD,0
1415,2013-10-06,contribution,1316,1415,36,USD,0
1416,2013-10-06,distribution,1317,1416,36,USD,1
1417,2013-12-08,contribution,1320,1417,36,USD,0
1418,2013-12-29,contribution,1321,1418,36,USD,0
1419,2010-07-12,commitment,1322,1419,37,USD,0
1420,2010-07-12,edge_fee,1769,1420,37,USD,0
1421,2010-07-12,contribution,1323,1421,37,USD,0
1422,2010-10-28,contribution,1324,1422,37,USD,0
1423,2011-05-04,contribution,1325,1423,37,USD,0
1424,2011-10-16,contribution,1326,1424,37,USD,0
1425,2011-12-12,contribution,1327,1425,37,USD,0
1426,2011-12-29,contribution,1328,1426,37,USD,0
1427,2012-04-12,contribution,1329,1427,37,USD,0
1428,2012-05-27,contribution,1330,1428,37,USD,0
1429,2012-07-08,distribution,1331,1429,37,USD,1
1430,2012-07-08,contribution,1334,1430,37,USD,0
1431,2012-07-12,contribution,1335,1431,37,USD,0
1432,2012-11-01,contribution,1336,1432,37,USD,0
1433,2012-12-27,contribution,1337,1433,37,USD,0
1434,2013-01-01,tax,1338,1434,37,USD,0
1435,2013-01-01,distribution,1339,1435,37,USD,1
1436,2013-01-31,distribution,1951,1436,37,USD,1
1437,2013-04-01,distribution,1342,1437,37,USD,1
1438,2013-04-01,contribution,1345,1438,37,USD,0
1439,2013-04-14,contribution,1346,1439,37,USD,0
1440,2013-05-26,contribution,1347,1440,37,USD,0
1441,2013-08-04,contribution,1348,1441,37,USD,0
1442,2013-08-25,contribution,1349,1442,37,USD,0
1443,2013-09-17,contribution,1350,1443,37,USD,0
1444,2013-10-03,distribution,1351,1444,37,USD,1
1445,2013-10-21,contribution,1354,1445,37,USD,0
1446,2013-12-22,contribution,1355,1446,37,USD,0
1447,2008-05-27,commitment,1356,1447,38,USD,0
1448,2008-05-28,contribution,1357,1448,38,USD,0
1449,2009-02-02,distribution,1358,1449,38,USD,1
1450,2012-01-26,distribution,1359,1450,38,USD,1
1451,2012-08-30,distribution,1360,1451,38,USD,1
1452,2007-05-13,commitment,1361,1452,39,USD,0
1453,2007-09-10,contribution,1362,1453,39,USD,0
1454,2008-04-13,contribution,1363,1454,39,USD,0
1455,2008-08-31,contribution,1364,1455,39,USD,0
1456,2008-09-15,contribution,1365,1456,39,USD,0
1457,2009-04-13,contribution,1366,1457,39,USD,0
1458,2009-07-13,contribution,1367,1458,39,USD,0
1459,2009-10-13,contribution,1368,1459,39,USD,0
1460,2011-07-13,contribution,1369,1460,39,USD,0
1461,2013-01-30,distribution.fund_redemption,1370,1461,39,USD,1
1462,2013-03-24,distribution.fund_redemption,1372,1462,39,USD,1
1463,2007-11-04,commitment,1374,1463,40,USD,0
1464,2007-11-05,contribution,1375,1464,40,USD,0
1465,2008-12-31,distribution,3224,1465,40,USD,1
1466,2010-10-19,distribution,3226,1466,40,USD,1
1467,2013-02-05,distribution,1376,1467,40,USD,1
1468,2013-02-28,distribution,3228,1468,40,USD,1
1469,2013-12-30,distribution,1739,1469,40,USD,1
1470,2012-09-26,commitment,1379,1470,41,USD,0
1471,2012-11-14,contribution,1380,1471,41,USD,0
1472,2013-02-26,contribution,1381,1472,41,USD,0
1473,2013-12-23,contribution,1382,1473,41,USD,0
1474,2013-12-31,contribution,1383,1474,41,USD,0
1475,2012-10-23,commitment,1384,1475,42,USD,0
1476,2013-02-07,contribution,1385,1476,42,USD,0
1477,2013-04-16,contribution,1386,1477,42,USD,0
1478,2013-05-19,contribution,1387,1478,42,USD,0
1479,2013-07-21,contribution,1388,1479,42,USD,0
1480,2013-08-14,contribution,1389,1480,42,USD,0
1481,2013-08-28,contribution,1390,1481,42,USD,0
1482,2013-10-14,contribution,1391,1482,42,USD,0
1483,2013-12-08,contribution,1392,1483,42,USD,0
1484,2014-01-01,contribution,1393,1484,42,USD,0
1485,2012-11-18,commitment,1394,1485,43,USD,0
1486,2012-12-26,contribution,1395,1486,43,USD,0
1487,2013-03-21,contribution,1396,1487,43,USD,0
1488,2013-06-06,contribution,1397,1488,43,USD,0
1489,2013-09-25,contribution,1619,1489,43,USD,0
1490,2013-11-03,distribution,1398,1490,43,USD,1
1491,2013-11-10,contribution,1620,1491,43,USD,0
1492,2006-04-30,contribution,1401,1492,44,USD,0
1493,2007-01-28,contribution,1402,1493,44,USD,0
1494,2009-04-26,distribution,1403,1494,44,USD,1
1495,2011-07-12,contribution,1406,1495,45,USD,0
1496,2012-12-30,contribution,1407,1496,45,USD,0
1497,2013-09-23,contribution,1408,1497,45,USD,0
1498,2013-03-12,commitment,1409,1498,46,USD,0
1499,2013-05-12,contribution,1410,1499,46,USD,0
1500,2013-05-28,contribution,1411,1500,46,USD,0
1501,2013-08-08,distribution,1963,1501,46,USD,1
1502,2013-08-08,recalled_contribution,1412,1502,46,USD,1
1503,2013-11-10,contribution,1413,1503,46,USD,0
1504,2013-11-10,distribution,1965,1504,46,USD,1
1505,2014-01-01,contribution,1414,1505,46,USD,0
1506,2001-06-19,transfer_in,6989,1506,47,USD,0
1507,2013-06-02,commitment,1415,1507,48,USD,0
1508,2013-06-04,contribution,1416,1508,48,USD,0
1509,2013-10-09,contribution,1417,1509,48,USD,0
1510,2013-12-09,contribution,1418,1510,48,USD,0
1511,2013-05-26,commitment,1419,1511,49,USD,0
1512,2013-06-16,contribution,1420,1512,49,USD,0
1513,2013-08-27,contribution,1421,1513,49,USD,0
1514,2013-11-13,contribution,1422,1514,49,USD,0
1515,2014-01-15,contribution,1598,1515,8,USD,0
1516,2013-12-31,distribution,1426,1516,20,USD,1
1517,2013-12-30,distribution,1490,1517,10,USD,1
1518,2013-12-31,distribution,1494,1518,35,USD,1
1519,2013-12-31,tax,1493,1519,35,USD,0
1520,2013-12-31,distribution,1496,1520,35,USD,1
1521,2014-01-01,distribution,1498,1521,36,USD,1
1522,2014-01-01,distribution,1500,1522,37,USD,1
1523,2014-01-01,tax,1564,1523,37,USD,0
1524,2014-01-01,tax,1502,1524,36,USD,0
1525,2014-01-02,distribution,1518,1525,34,USD,1
1526,2014-01-16,contribution,1503,1526,19,USD,0
1527,2014-01-20,contribution,1504,1527,26,USD,0
1528,2014-01-20,contribution,1505,1528,27,USD,0
1529,2014-01-05,distribution,1506,1529,30,USD,1
1530,2014-01-09,distribution,1508,1530,26,USD,1
1531,2014-01-09,distribution,1510,1531,27,USD,1
1532,2014-01-08,distribution,1512,1532,20,USD,1
1533,2014-01-09,distribution,1899,1533,11,USD,1
1534,2014-01-09,contribution,1514,1534,11,USD,0
1535,2014-01-12,distribution,1515,1535,35,USD,1
1536,2014-01-12,distribution,1878,1536,18,USD,1
1537,2014-01-12,contribution,1517,1537,18,USD,0
1538,2014-01-02,contribution,1532,1538,34,USD,0
1539,2014-01-21,contribution,1520,1539,41,USD,0
1540,2014-01-16,distribution,1521,1540,10,USD,1
1541,2014-01-16,contribution,1524,1541,10,USD,0
1542,2014-01-19,distribution,1530,1542,20,USD,1
1543,2014-01-19,distribution,1528,1543,21,USD,1
1544,2014-01-20,distribution,1533,1544,30,USD,1
1545,2014-01-22,distribution,1588,1545,9,USD,1
1546,2014-02-05,contribution,1535,1546,22,USD,0
1547,2014-02-05,contribution,1536,1547,24,USD,0
1548,2014-02-04,contribution,1537,1548,43,USD,0
