"id","transaction_date","transaction_type"
992,"2011-09-28",commitment
993,"2012-04-26",contribution
994,"2012-07-17",contribution
995,"2012-10-15",contribution
996,"2013-01-03",contribution
997,"2013-04-15",contribution
998,"2013-05-08",distribution
999,"2013-05-26",contribution
1000,"2013-06-10",distribution
1001,"2013-07-09",distribution
1002,"2013-07-15",contribution
1003,"2013-08-07",distribution
1004,"2013-08-14",contribution
1005,"2013-09-09",distribution
1006,"2013-09-16",contribution
1007,"2013-10-09",distribution
1008,"2013-10-09",contribution
1009,"2013-11-06",distribution
1010,"2013-11-28",contribution
1011,"2013-12-11",distribution
1012,"2006-08-07",commitment
1013,"2006-08-07",contribution
1014,"2006-11-15",distribution
1015,"2006-12-12",distribution
1016,"2007-07-12",contribution
1017,"2007-08-15",distribution
1018,"2007-08-15",contribution
1019,"2007-11-08",contribution
1020,"2007-12-23",distribution
1021,"2007-12-23",contribution
1022,"2007-12-23",contribution
1023,"2007-12-23",edge_fee
1024,"2008-05-15",distribution
1025,"2008-05-15",contribution
1026,"2008-07-20",distribution
1027,"2008-07-20",distribution
1028,"2008-07-20",contribution
1029,"2008-09-07",distribution
1030,"2008-09-07",distribution
1031,"2008-09-07",contribution
1032,"2010-11-02",contribution
1033,"2012-07-11",distribution
1034,"2012-12-30",tax
1035,"2012-12-30",distribution
1036,"2008-06-29",commitment
1037,"2008-06-29",contribution
1038,"2008-09-03",contribution
1039,"2008-11-18",contribution
1040,"2009-01-08",contribution
1041,"2009-08-16",contribution
1042,"2010-05-30",contribution
1043,"2005-11-14",commitment
1044,"2006-11-21",contribution
1045,"2006-11-29",contribution
1046,"2006-12-03",contribution
1047,"2007-04-13",contribution
1048,"2007-07-19",contribution
1049,"2007-08-08",contribution
1050,"2007-12-23",contribution
1051,"2008-01-10",contribution
1052,"2008-03-24",distribution
1053,"2008-05-05",distribution
1054,"2008-08-18",contribution
1055,"2008-10-26",contribution
1056,"2009-02-08",distribution
1057,"2009-02-08",distribution
1058,"2009-02-08",distribution
1059,"2009-03-25",contribution
1060,"2009-03-30",distribution
1061,"2009-09-22",contribution
1062,"2009-10-13",contribution
1063,"2009-12-13",distribution
1064,"2009-12-13",contribution
1065,"2009-12-27",contribution
1066,"2010-01-17",contribution
1067,"2010-06-29",contribution
1068,"2010-09-30",contribution
1069,"2010-10-04",contribution
1070,"2010-10-07",contribution
1071,"2010-10-20",distribution
1072,"2010-10-20",recalled_contribution
1073,"2010-12-12",contribution
1074,"2010-12-29",contribution
1075,"2011-01-16",contribution
1076,"2011-02-15",contribution
1077,"2011-04-10",contribution
1078,"2011-05-04",contribution
1079,"2011-06-29",contribution
1080,"2011-07-14",distribution
1081,"2011-08-08",contribution
1082,"2011-08-21",contribution
1083,"2011-12-08",contribution
1084,"2012-01-15",contribution
1085,"2012-04-04",distribution
1086,"2012-04-04",distribution
1087,"2012-04-04",distribution
1088,"2012-04-08",contribution
1089,"2012-09-12",contribution
1090,"2012-10-15",contribution
1091,"2013-01-16",contribution
1092,"2013-04-23",contribution
1093,"2013-04-23",distribution
1094,"2013-06-04",contribution
1095,"2013-06-05",distribution
1096,"2013-07-21",contribution
1097,"2013-12-09",contribution
1098,"2013-12-26",distribution
1099,"2006-11-13",commitment
1100,"2006-11-13",contribution
1101,"2007-01-09",contribution
1102,"2007-04-18",contribution
1103,"2007-11-20",contribution
1104,"2008-01-22",contribution
1105,"2008-05-11",contribution
1106,"2008-06-18",contribution
1107,"2008-10-20",contribution
1108,"2009-03-17",distribution
1109,"2009-04-28",contribution
1110,"2009-12-23",distribution
1111,"2010-05-04",contribution
1112,"2010-06-08",contribution
1113,"2010-11-16",edge_fee
1114,"2010-11-16",distribution
1115,"2010-12-27",distribution
1116,"2011-04-06",distribution
1117,"2011-12-12",distribution
1118,"2011-12-12",distribution
1119,"2012-05-14",distribution
1120,"2007-11-27",commitment
1121,"2007-11-27",contribution
1122,"2008-02-04",distribution
1123,"2008-03-05",contribution
1124,"2008-05-12",distribution
1125,"2008-06-12",contribution
1126,"2008-08-03",distribution
1127,"2008-08-14",contribution
1128,"2008-11-02",distribution
1129,"2008-11-25",contribution
1130,"2009-02-02",distribution
1131,"2009-03-02",contribution
1132,"2009-05-03",distribution
1133,"2009-06-04",contribution
1134,"2009-07-23",distribution
1135,"2009-09-29",contribution
1136,"2009-11-02",distribution
1137,"2010-02-04",distribution
1138,"2010-03-16",contribution
1139,"2010-05-04",distribution
1140,"2010-08-02",distribution
1141,"2010-09-15",contribution
1142,"2010-11-02",distribution
1143,"2010-11-23",contribution
1144,"2011-02-02",distribution
1145,"2011-02-09",contribution
1146,"2011-05-03",distribution
1147,"2011-08-02",distribution
1148,"2011-09-04",contribution
1149,"2011-11-02",distribution
1150,"2012-01-26",contribution
1151,"2012-02-02",distribution
1152,"2012-03-07",contribution
1153,"2012-05-01",distribution
1154,"2012-06-21",contribution
1155,"2012-08-01",distribution
1156,"2012-11-04",distribution
1157,"2013-02-03",distribution
1158,"2013-05-02",distribution
1159,"2013-08-01",distribution
1160,"2013-11-03",distribution
1161,"2009-12-30",commitment
1162,"2009-12-30",contribution
1163,"2010-03-23",contribution
1164,"2010-07-20",contribution
1165,"2010-11-09",contribution
1166,"2011-02-02",distribution
1167,"2011-03-24",contribution
1168,"2011-05-03",distribution
1169,"2011-05-19",contribution
1170,"2011-08-01",distribution
1171,"2011-08-11",contribution
1172,"2011-10-13",contribution
1173,"2011-11-02",distribution
1174,"2011-12-20",contribution
1175,"2012-02-02",distribution
1176,"2012-02-12",contribution
1177,"2012-05-01",distribution
1178,"2012-05-31",contribution
1179,"2012-08-01",distribution
1180,"2012-10-03",contribution
1181,"2012-11-04",distribution
1182,"2012-12-30",contribution
1183,"2013-02-03",distribution
1184,"2013-04-21",contribution
1185,"2013-05-02",distribution
1186,"2013-08-01",distribution
1187,"2013-09-25",contribution
1188,"2013-11-03",distribution
1189,"2013-12-11",contribution
1190,"2009-04-08",commitment
1191,"2009-04-08",contribution
1192,"2009-04-09",distribution
1193,"2009-04-09",distribution
1194,"2009-04-09",edge_fee
1195,"2009-04-19",contribution
1196,"2009-05-03",contribution
1197,"2009-05-17",contribution
1198,"2009-06-04",contribution
1199,"2009-07-05",contribution
1200,"2009-07-28",contribution
1201,"2009-08-05",contribution
1202,"2009-09-06",contribution
1203,"2009-09-30",contribution
1204,"2009-10-20",contribution
1205,"2009-11-17",contribution
1206,"2009-12-07",contribution
1207,"2009-12-30",contribution
1208,"2010-01-17",contribution
1209,"2010-03-11",contribution
1210,"2010-04-12",contribution
1211,"2010-05-23",contribution
1212,"2010-06-10",contribution
1213,"2010-07-12",contribution
1214,"2010-07-20",contribution
1215,"2010-08-09",contribution
1216,"2010-09-12",contribution
1217,"2010-10-11",contribution
1218,"2010-11-07",contribution
1219,"2010-11-22",contribution
1220,"2010-11-30",contribution
1221,"2011-01-19",contribution
1222,"2011-02-03",contribution
1223,"2011-04-11",contribution
1224,"2011-05-16",contribution
1225,"2011-05-29",contribution
1226,"2011-06-09",contribution
1227,"2011-06-14",contribution
1228,"2011-07-07",contribution
1229,"2011-07-31",contribution
1230,"2011-07-31",distribution
1231,"2011-08-31",distribution
1232,"2011-10-11",contribution
1233,"2011-10-16",distribution
1234,"2011-10-16",distribution
1235,"2011-11-06",contribution
1236,"2011-12-11",distribution
1237,"2011-12-11",contribution
1238,"2011-12-25",contribution
1239,"2012-02-06",contribution
1240,"2012-04-04",contribution
1241,"2012-05-16",contribution
1242,"2012-05-16",distribution
1243,"2012-05-16",distribution
1244,"2012-06-17",contribution
1245,"2012-07-11",contribution
1246,"2012-08-21",contribution
1247,"2012-10-22",distribution
1248,"2012-10-22",contribution
1249,"2012-12-20",distribution
1250,"2012-12-20",contribution
1251,"2013-01-16",distribution
1252,"2013-01-28",contribution
1253,"2013-03-17",contribution
1254,"2013-04-14",contribution
1255,"2013-05-07",distribution
1256,"2013-05-08",contribution
1257,"2013-06-11",distribution
1258,"2013-06-11",contribution
1259,"2013-07-14",contribution
1260,"2013-09-16",distribution
1261,"2013-09-16",contribution
1262,"2013-10-13",contribution
1263,"2013-12-25",distribution
1264,"2013-12-25",contribution
1265,"2005-12-13",commitment
1266,"2005-12-13",contribution
1267,"2006-06-15",contribution
1268,"2006-07-24",contribution
1269,"2007-01-15",contribution
1270,"2007-07-15",contribution
1271,"2007-08-23",contribution
1272,"2007-10-10",distribution
1273,"2007-11-04",contribution
1274,"2008-01-15",contribution
1275,"2008-02-20",contribution
1276,"2008-04-13",contribution
1277,"2008-07-03",distribution
1278,"2008-07-03",contribution
1279,"2008-07-13",contribution
1280,"2008-09-16",distribution
1281,"2008-10-07",distribution
1282,"2008-10-07",contribution
1283,"2008-10-14",contribution
1284,"2008-12-07",contribution
1285,"2009-01-06",distribution
1286,"2009-01-06",contribution
1287,"2009-04-07",distribution
1288,"2009-04-07",contribution
1289,"2009-04-23",contribution
1290,"2009-07-02",recalled_contribution
1291,"2009-07-07",contribution
1292,"2009-08-04",distribution
1293,"2009-10-07",contribution
1294,"2009-10-14",contribution
1295,"2009-10-22",distribution
1296,"2009-10-22",distribution
1297,"2009-10-22",distribution
1298,"2009-12-06",distribution
1299,"2009-12-06",distribution
1300,"2009-12-06",distribution
1301,"2009-12-06",distribution
1302,"2010-01-10",distribution
1303,"2010-01-10",distribution
1304,"2010-01-10",contribution
1305,"2010-03-11",contribution
1306,"2010-04-13",contribution
1307,"2010-05-30",contribution
1308,"2010-07-07",contribution
1309,"2010-07-11",distribution
1310,"2010-07-11",distribution
1311,"2010-07-11",contribution
1312,"2010-07-22",contribution
1313,"2010-10-12",contribution
1314,"2010-10-12",distribution
1315,"2010-12-05",contribution
1316,"2011-01-11",distribution
1317,"2011-01-11",distribution
1318,"2011-01-11",distribution
1319,"2011-01-11",distribution
1320,"2011-02-20",contribution
1321,"2011-03-06",contribution
1322,"2011-04-10",distribution
1323,"2011-04-24",contribution
1324,"2011-06-07",contribution
1325,"2011-06-09",distribution
1326,"2011-07-12",distribution
1327,"2011-10-11",contribution
1328,"2011-10-12",distribution
1329,"2011-10-12",distribution
1330,"2011-10-24",contribution
1331,"2012-01-10",distribution
1332,"2012-01-10",distribution
1333,"2012-01-10",distribution
1334,"2012-01-15",distribution
1335,"2012-03-15",contribution
1336,"2012-03-15",distribution
1337,"2012-03-29",distribution
1338,"2012-04-01",contribution
1339,"2012-07-03",recalled_contribution
1340,"2012-07-08",distribution
1341,"2012-10-07",distribution
1342,"2012-10-07",distribution
1343,"2012-10-07",distribution
1344,"2012-10-09",distribution
1345,"2012-10-09",distribution
1346,"2012-10-09",distribution
1347,"2013-01-01",tax
1348,"2013-01-01",distribution
1349,"2013-04-03",distribution
1350,"2013-04-03",contribution
1351,"2013-05-02",contribution
1352,"2013-07-10",distribution
1353,"2013-10-07",distribution
1354,"2013-10-07",distribution
1355,"2007-10-14",commitment
1356,"2007-10-14",contribution
1357,"2007-11-06",contribution
1358,"2008-07-08",contribution
1359,"2008-09-02",contribution
1360,"2008-11-02",contribution
1361,"2008-12-07",contribution
1362,"2009-01-18",contribution
1363,"2009-04-26",contribution
1364,"2009-05-28",contribution
1365,"2009-07-19",contribution
1366,"2009-10-13",contribution
1367,"2009-12-31",contribution
1368,"2010-01-10",distribution
1369,"2010-01-10",distribution
1370,"2010-01-10",distribution
1371,"2010-01-10",contribution
1372,"2010-01-17",contribution
1373,"2010-01-25",recalled_contribution
1374,"2010-07-18",contribution
1375,"2010-10-12",contribution
1376,"2010-10-12",distribution
1377,"2010-10-27",contribution
1378,"2010-11-01",contribution
1379,"2010-12-05",contribution
1380,"2011-01-11",recalled_contribution
1381,"2011-01-11",distribution
1382,"2011-02-24",contribution
1383,"2011-04-04",distribution
1384,"2011-04-27",contribution
1385,"2011-07-12",distribution
1386,"2011-07-12",distribution
1387,"2011-08-21",contribution
1388,"2011-08-31",contribution
1389,"2011-10-10",distribution
1390,"2011-10-10",distribution
1391,"2011-10-10",distribution
1392,"2011-11-20",contribution
1393,"2012-01-10",distribution
1394,"2012-02-14",contribution
1395,"2012-03-29",distribution
1396,"2012-04-04",distribution
1397,"2012-05-27",contribution
1398,"2012-07-05",distribution
1399,"2012-07-05",distribution
1400,"2012-07-05",distribution
1401,"2012-08-19",contribution
1402,"2012-10-09",distribution
1403,"2012-10-09",distribution
1404,"2012-10-09",distribution
1405,"2012-10-29",contribution
1406,"2013-01-08",tax
1407,"2013-01-08",distribution
1408,"2013-01-24",contribution
1409,"2013-01-30",distribution
1410,"2013-04-09",distribution
1411,"2013-07-04",contribution
1412,"2013-07-04",distribution
1413,"2013-07-04",distribution
1414,"2013-08-15",contribution
1415,"2013-10-06",contribution
1416,"2013-10-06",distribution
1417,"2013-12-08",contribution
1418,"2013-12-29",contribution
1419,"2010-07-12",commitment
1420,"2010-07-12",edge_fee
1421,"2010-07-12",contribution
1422,"2010-10-28",contribution
1423,"2011-05-04",contribution
1424,"2011-10-16",contribution
1425,"2011-12-12",contribution
1426,"2011-12-29",contribution
1427,"2012-04-12",contribution
1428,"2012-05-27",contribution
1429,"2012-07-08",distribution
1430,"2012-07-08",contribution
1431,"2012-07-12",contribution
1432,"2012-11-01",contribution
1433,"2012-12-27",contribution
1434,"2013-01-01",tax
1435,"2013-01-01",distribution
1436,"2013-01-31",distribution
1437,"2013-04-01",distribution
1438,"2013-04-01",contribution
1439,"2013-04-14",contribution
1440,"2013-05-26",contribution
1441,"2013-08-04",contribution
1442,"2013-08-25",contribution
1443,"2013-09-17",contribution
1444,"2013-10-03",distribution
1445,"2013-10-21",contribution
1446,"2013-12-22",contribution
1447,"2008-05-27",commitment
1448,"2008-05-28",contribution
1449,"2009-02-02",distribution
1450,"2012-01-26",distribution
1451,"2012-08-30",distribution
1452,"2007-05-13",commitment
1453,"2007-09-10",contribution
1454,"2008-04-13",contribution
1455,"2008-08-31",contribution
1456,"2008-09-15",contribution
1457,"2009-04-13",contribution
1458,"2009-07-13",contribution
1459,"2009-10-13",contribution
1460,"2011-07-13",contribution
1461,"2013-01-30",distribution.fund_redemption
1462,"2013-03-24",distribution.fund_redemption
1463,"2007-11-04",commitment
1464,"2007-11-05",contribution
1465,"2008-12-31",distribution
1466,"2010-10-19",distribution
1467,"2013-02-05",distribution
1468,"2013-02-28",distribution
1469,"2013-12-30",distribution
1470,"2012-09-26",commitment
1471,"2012-11-14",contribution
1472,"2013-02-26",contribution
1473,"2013-12-23",contribution
1474,"2013-12-31",contribution
1475,"2012-10-23",commitment
1476,"2013-02-07",contribution
1477,"2013-04-16",contribution
1478,"2013-05-19",contribution
1479,"2013-07-21",contribution
1480,"2013-08-14",contribution
1481,"2013-08-28",contribution
1482,"2013-10-14",contribution
1483,"2013-12-08",contribution
1484,"2014-01-01",contribution
1485,"2012-11-18",commitment
1486,"2012-12-26",contribution
1487,"2013-03-21",contribution
1488,"2013-06-06",contribution
1489,"2013-09-25",contribution
1490,"2013-11-03",distribution
1491,"2013-11-10",contribution
1492,"2006-04-30",contribution
1493,"2007-01-28",contribution
1494,"2009-04-26",distribution
1495,"2011-07-12",contribution
1496,"2012-12-30",contribution
1497,"2013-09-23",contribution
1498,"2013-03-12",commitment
1499,"2013-05-12",contribution
1500,"2013-05-28",contribution
1501,"2013-08-08",distribution
1502,"2013-08-08",recalled_contribution
1503,"2013-11-10",contribution
1504,"2013-11-10",distribution
1505,"2014-01-01",contribution
1506,"2001-06-19",transfer_in
1507,"2013-06-02",commitment
1508,"2013-06-04",contribution
1509,"2013-10-09",contribution
1510,"2013-12-09",contribution
1511,"2013-05-26",commitment
1512,"2013-06-16",contribution
1513,"2013-08-27",contribution
1514,"2013-11-13",contribution
1515,"2014-01-15",contribution
1516,"2013-12-31",distribution
1517,"2013-12-30",distribution
1518,"2013-12-31",distribution
1519,"2013-12-31",tax
1520,"2013-12-31",distribution
1521,"2014-01-01",distribution
1522,"2014-01-01",distribution
1523,"2014-01-01",tax
1524,"2014-01-01",tax
1525,"2014-01-02",distribution
1526,"2014-01-16",contribution
1527,"2014-01-20",contribution
1528,"2014-01-20",contribution
1529,"2014-01-05",distribution
1530,"2014-01-09",distribution
1531,"2014-01-09",distribution
1532,"2014-01-08",distribution
1533,"2014-01-09",distribution
1534,"2014-01-09",contribution
1535,"2014-01-12",distribution
1536,"2014-01-12",distribution
1537,"2014-01-12",contribution
1538,"2014-01-02",contribution
1539,"2014-01-21",contribution
1540,"2014-01-16",distribution
1541,"2014-01-16",contribution
1542,"2014-01-19",distribution
1543,"2014-01-19",distribution
1544,"2014-01-20",distribution
1545,"2014-01-22",distribution
1546,"2014-02-05",contribution
1547,"2014-02-05",contribution
1548,"2014-02-04",contribution
1549,"2013-12-22",tax
1550,"2014-02-11",contribution
1551,"2014-01-30",distribution
1552,"2014-01-30",distribution
1553,"2014-01-30",contribution
1554,"2014-02-04",distribution
1555,"2014-02-04",recalled_contribution
1556,"2014-02-04",contribution
1557,"2014-02-19",distribution
1558,"2014-02-19",contribution
1559,"2014-02-19",distribution
1560,"2014-02-19",contribution
1561,"2014-02-19",distribution
1562,"2014-02-19",contribution
1563,"2014-02-16",contribution
1564,"2014-02-04",distribution
1565,"2014-02-04",distribution
1566,"2014-02-04",distribution
1567,"2014-02-04",distribution
1568,"2014-02-04",distribution
1569,"2014-02-10",distribution
1570,"2014-02-10",distribution
1571,"2014-02-25",contribution
1572,"2014-02-17",distribution
1573,"2014-02-24",distribution
1574,"2014-03-04",contribution
1575,"2014-03-04",contribution
1576,"2014-03-05",distribution
1577,"2014-03-10",contribution
1578,"2014-03-04",distribution
1579,"2014-03-04",distribution
1580,"2014-03-04",distribution
1581,"2014-03-09",contribution
1582,"2014-03-17",contribution
1583,"2014-03-18",contribution
1584,"2014-03-18",contribution
1585,"2014-03-05",distribution
1586,"2014-03-09",distribution
1587,"2014-03-20",contribution
1588,"2014-03-17",contribution
1589,"2014-03-11",distribution
1590,"2014-03-11",distribution
1591,"2014-03-12",distribution
1592,"2014-03-17",distribution
1593,"2014-03-27",contribution
1594,"2014-03-17",distribution
1595,"2014-03-12",distribution
1596,"2014-03-20",distribution
1597,"2014-03-30",contribution
1598,"2014-04-13",distribution
1599,"2014-03-27",distribution
1600,"2014-03-27",distribution
1601,"2014-03-27",distribution
1602,"2014-04-01",commitment
1603,"2014-04-06",distribution
1604,"2014-04-08",distribution
1605,"2014-04-14",contribution
1606,"2014-04-08",distribution
1607,"2014-04-14",contribution
1608,"2014-04-03",distribution
1609,"2014-04-03",tax_refund
1610,"2014-04-06",distribution
1611,"2014-04-08",distribution
1612,"2014-04-08",distribution
1613,"2014-04-08",contribution
1614,"2014-04-21",contribution
1615,"2014-04-21",distribution
1616,"2014-04-09",distribution
1617,"2014-04-13",contribution
1618,"2014-04-09",distribution
1619,"2014-04-09",distribution
1620,"2014-04-13",contribution
1621,"2014-04-20",contribution
1622,"2014-04-27",contribution
1623,"2014-04-23",contribution
1624,"2014-04-27",contribution
1625,"2014-04-27",distribution
1626,"2014-04-29",contribution
1627,"2014-05-08",contribution
1628,"2014-05-08",distribution
1629,"2014-05-08",contribution
1630,"2014-05-08",distribution
1631,"2014-05-08",contribution
1632,"2014-05-08",distribution
1633,"2014-04-29",distribution
1634,"2014-04-29",contribution
1635,"2014-05-14",contribution
1636,"2014-05-13",contribution
1637,"2014-05-14",contribution
1638,"2014-05-04",distribution
1639,"2014-05-04",distribution
1640,"2014-05-05",distribution
1641,"2014-05-05",distribution
1642,"2014-05-05",distribution
1643,"2014-05-08",distribution
1644,"2014-05-08",distribution
1645,"2014-05-18",distribution
1646,"2014-05-22",distribution
1647,"2014-05-21",distribution
1648,"2014-05-21",distribution
1649,"2014-05-21",contribution
1650,"2014-05-29",contribution
1651,"2014-05-20",distribution
1652,"2014-05-26",distribution
1653,"2014-05-26",distribution
1654,"2014-06-04",contribution
1655,"2014-05-27",distribution
1656,"2014-05-27",contribution
1657,"2014-05-28",distribution
1658,"2014-05-26",distribution
1659,"2014-05-29",distribution
1660,"2014-05-29",distribution
1661,"2014-06-03",distribution
1662,"2014-06-03",distribution
1663,"2014-06-16",contribution
1664,"2014-06-05",distribution
1665,"2014-06-05",distribution
1666,"2014-06-04",distribution
1667,"2014-06-09",distribution
1668,"2014-06-09",distribution
1669,"2014-06-15",contribution
1670,"2014-06-10",distribution
1671,"2014-06-24",contribution
1672,"2014-06-18",distribution
1673,"2014-06-17",distribution
1674,"2014-06-26",contribution
1675,"2014-06-19",distribution
1676,"2014-07-02",contribution
1677,"2014-07-02",contribution
1678,"2014-07-07",contribution
1679,"2014-06-22",distribution
1680,"2014-06-23",distribution
1681,"2014-07-02",contribution
1682,"2013-09-16",tax
1683,"2014-06-25",distribution
1684,"2014-07-14",contribution
1685,"2014-06-25",distribution
1686,"2014-07-13",contribution
1687,"2014-06-30",distribution
1688,"2014-07-08",contribution
1689,"2014-07-08",distribution
1690,"2013-05-19",contribution
1691,"2013-07-11",contribution
1692,"2014-07-14",contribution
1693,"2014-07-14",contribution
1694,"2014-07-14",distribution
1695,"2014-07-20",contribution
1696,"2014-07-02",distribution
1697,"2014-07-02",distribution
1698,"2014-07-14",contribution
1699,"2014-07-14",contribution
1700,"2014-07-06",distribution
1701,"2014-07-22",contribution
1702,"2014-07-08",distribution
1703,"2014-07-08",contribution
1704,"2014-07-08",distribution
1705,"2014-07-08",distribution
1706,"2014-07-09",distribution
1707,"2014-07-17",distribution
1708,"2014-07-10",distribution
1709,"2014-07-10",contribution
1710,"2014-07-30",contribution
1711,"2014-07-30",distribution
1712,"2014-07-30",contribution
1713,"2014-07-30",distribution
1714,"2014-07-30",contribution
1715,"2014-07-30",distribution
1716,"2014-07-29",contribution
1717,"2014-07-13",commitment
1718,"2014-07-20",contribution
1719,"2014-08-03",contribution
1720,"2014-08-13",contribution
1721,"2014-08-13",contribution
1722,"2014-08-13",contribution
1723,"2014-07-31",distribution
1724,"2014-07-31",distribution
1725,"2014-08-07",distribution
1726,"2014-08-03",distribution
1727,"2014-08-03",distribution
1728,"2014-08-03",distribution
1729,"2014-08-03",distribution
1730,"2014-08-03",distribution
1731,"2014-08-05",distribution
1732,"2014-08-13",contribution
1733,"2014-08-06",distribution
1734,"2014-08-06",distribution
1735,"2014-08-17",contribution
1736,"2014-08-07",distribution
1737,"2014-08-07",distribution
1738,"2014-08-17",contribution
1739,"2014-08-19",distribution
1740,"2014-08-19",distribution
1741,"2014-08-20",distribution
1742,"2014-08-27",distribution
1743,"2014-09-15",contribution
1744,"2014-09-01",distribution
1745,"2014-09-01",distribution
1746,"2014-09-02",distribution
1747,"2014-09-02",contribution
1748,"2014-09-07",distribution
1749,"2014-09-08",distribution
1750,"2014-09-15",contribution
1751,"2014-09-22",contribution
1752,"2014-09-22",contribution
1753,"2014-09-08",distribution
1754,"2014-09-08",distribution
1755,"2014-09-10",distribution
1756,"2014-09-17",contribution
1757,"2014-09-18",contribution
1758,"2014-09-18",contribution
1759,"2014-09-08",recalled_contribution
1760,"2014-09-28",contribution
1761,"2014-09-21",contribution
1762,"2014-09-21",distribution
1763,"2014-09-15",distribution
1764,"2014-09-21",distribution
1765,"2014-09-24",contribution
1766,"2014-09-17",distribution
1767,"2009-06-03",distribution
1768,"2009-10-06",distribution
1769,"2008-01-12",distribution
1770,"2008-04-11",distribution
1771,"2009-01-20",contribution
1772,"2009-04-14",contribution
1773,"2009-07-27",contribution
1774,"2012-07-11",tax
1775,"2008-05-15",edge_fee
1776,"2008-05-15",tax
1777,"2012-01-10",tax
1778,"2011-01-11",tax
1779,"2012-01-10",tax
1780,"2013-08-08",edge_fee_reimbursement
1781,"2009-05-03",edge_fee
1782,"2014-09-29",distribution
1783,"2014-10-09",contribution
1784,"2014-10-07",contribution
1785,"2014-10-02",contribution
1786,"2014-10-02",distribution
1787,"2014-10-13",contribution
1788,"2014-10-13",distribution
1789,"2014-10-13",contribution
1790,"2014-10-13",distribution
1791,"2014-10-13",contribution
1792,"2014-10-13",distribution
1793,"2014-10-13",contribution
1794,"2014-09-08",edge_fee_reimbursement
1795,"2014-10-15",contribution
1796,"2014-10-05",distribution
1797,"2014-10-07",distribution
1798,"2014-10-16",contribution
1799,"2014-10-16",distribution
1800,"2014-10-06",distribution
1801,"2014-10-06",distribution
1802,"2014-10-14",contribution
1803,"2014-10-05",distribution
1804,"2014-10-15",contribution
1805,"2014-10-16",contribution
1806,"2014-10-16",contribution
1807,"2014-10-08",distribution
1808,"2014-10-08",distribution
1809,"2014-10-16",contribution
1810,"2014-10-09",distribution
1811,"2014-10-12",distribution
1812,"2014-10-12",distribution
1813,"2014-10-28",contribution
1814,"2014-10-28",contribution
1815,"2014-10-28",contribution
1816,"2014-10-09",distribution
1817,"2014-10-30",contribution
1818,"2014-10-30",contribution
1819,"2014-10-26",contribution
1820,"2014-10-20",distribution
1821,"2014-10-22",distribution
1822,"2014-10-29",distribution
1823,"2014-11-03",contribution
1824,"2014-10-30",contribution
1825,"2014-10-23",distribution
1826,"2014-10-23",distribution
1827,"2014-10-23",contribution
1828,"2014-11-04",contribution
1829,"2014-11-11",contribution
1830,"2014-11-11",contribution
1831,"2014-11-02",distribution
1832,"2014-11-02",distribution
1833,"2014-11-02",distribution
1834,"2014-10-13",commitment
1835,"2014-11-03",distribution
1836,"2014-11-03",distribution
1837,"2014-11-17",contribution
1838,"2014-11-06",distribution
1839,"2014-11-13",contribution
1840,"2014-11-13",distribution
1841,"2014-11-06",distribution
1842,"2014-11-16",contribution
1843,"2014-11-09",distribution
1844,"2014-11-12",distribution
1845,"2014-11-09",distribution
1846,"2014-11-11",distribution
1847,"2014-11-09",distribution
1848,"2014-11-13",distribution
1849,"2014-11-13",contribution
1850,"2014-11-13",distribution
1851,"2014-11-13",contribution
1852,"2014-11-16",distribution
1853,"2014-11-27",contribution
1854,"2014-12-03",contribution
1855,"2014-12-04",contribution
1856,"2014-11-30",contribution
1857,"2014-11-30",distribution
1858,"2014-11-26",distribution
1859,"2014-12-09",contribution
1860,"2014-12-15",contribution
1861,"2014-11-26",distribution
1862,"2014-11-27",distribution
1863,"2014-12-02",distribution
1864,"2014-12-02",contribution
1865,"2014-12-02",distribution
1866,"2014-12-02",contribution
1867,"2014-12-02",distribution
1868,"2014-12-02",contribution
1869,"2014-12-09",contribution
1870,"2014-12-15",contribution
1871,"2014-12-02",distribution
1872,"2014-12-21",contribution
1873,"2014-12-09",distribution
1874,"2014-12-21",contribution
1875,"2014-12-08",distribution
1876,"2014-12-08",distribution
1877,"2014-12-09",distribution
1878,"2014-12-09",distribution
1879,"2014-12-09",distribution
1880,"2014-12-23",contribution
1881,"2014-12-01",commitment
1882,"2014-12-15",distribution
1883,"2014-12-16",distribution
1884,"2014-12-16",distribution
1885,"2014-12-16",distribution
1886,"2014-12-18",distribution
1887,"2014-12-18",contribution
1888,"2014-12-24",distribution
1889,"2014-12-28",contribution
1890,"2014-12-25",contribution
1891,"2014-12-25",distribution
1892,"2014-12-31",distribution
1893,"2014-12-29",distribution
1894,"2014-12-28",contribution
1895,"2014-12-30",contribution
1896,"2014-12-22",distribution
1897,"2014-12-31",distribution
1898,"2014-12-24",distribution
1899,"2014-12-25",distribution
1900,"2015-01-04",contribution
1901,"2015-01-14",contribution
1902,"2015-01-08",contribution
1903,"2014-12-29",distribution
1904,"2014-12-25",commitment_reduction
1905,"2014-12-28",distribution
1906,"2014-12-28",contribution
1907,"2014-12-28",tax
1908,"2014-12-30",distribution
1909,"2014-12-31",contribution
1910,"2014-12-31",distribution
1911,"2014-12-30",distribution
1912,"2014-12-30",contribution
1913,"2014-12-30",distribution
1914,"2014-12-30",contribution
1915,"2015-01-19",contribution
1916,"2015-01-19",contribution
1917,"2015-01-15",contribution
1918,"2015-01-04",distribution
1919,"2015-01-18",contribution
